category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:2000242	0.312412221926635	1	13	13	negative regulation of reproductive process	BP	0.973351229037337	1
GO:0046622	0.312430525356179	1	13	13	positive regulation of organ growth	BP	0.973351229037337	1
GO:0031126	0.312827726776672	1	11	11	sno(s)RNA 3'-end processing	BP	0.973351229037337	1
GO:0048142	0.312877385485362	1	12	12	germarium-derived cystoblast division	BP	0.973351229037337	1
GO:0042659	0.312897352933627	0.911633467230138	26	27	regulation of cell fate specification	BP	0.973351229037337	1
GO:0006665	0.313316297293603	0.834732453039555	57	61	sphingolipid metabolic process	BP	0.973351229037337	1
GO:0034643	0.3133482619392	1	13	13	establishment of mitochondrion localization, microtubule-mediated	BP	0.973351229037337	1
GO:0047497	0.3133482619392	1	13	13	mitochondrion transport along microtubule	BP	0.973351229037337	1
GO:0051654	0.3133482619392	1	13	13	establishment of mitochondrion localization	BP	0.973351229037337	1
GO:0101031	0.313693198141576	1	13	13	chaperone complex	CC	0.973351229037337	1
GO:0051172	0.313732321258508	0.736213133369092	540	592	negative regulation of nitrogen compound metabolic process	BP	0.973351229037337	1
GO:0006346	0.313953430102876	1	13	13	DNA methylation-dependent heterochromatin formation	BP	0.973351229037337	1
GO:0005834	0.314072923640396	1	13	13	heterotrimeric G-protein complex	CC	0.973351229037337	1
GO:0008296	0.314174583766294	1	13	13	3'-5'-exodeoxyribonuclease activity	MF	0.973351229037337	1
GO:0046693	0.314289458117802	1	11	11	sperm storage	BP	0.973351229037337	1
GO:0005637	0.31469900808009	1	13	13	nuclear inner membrane	CC	0.973351229037337	1
GO:1901606	0.315145581889663	0.849144215006447	49	52	alpha-amino acid catabolic process	BP	0.973351229037337	1
GO:0045017	0.31515546047154	0.804442938261063	95	102	glycerolipid biosynthetic process	BP	0.973351229037337	1
GO:0031345	0.315230323601315	0.91067704431256	26	27	negative regulation of cell projection organization	BP	0.973351229037337	1
GO:0003998	0.315261105927517	1	6	6	acylphosphatase activity	MF	0.973351229037337	1
GO:0008168	0.315402617059172	0.792803422575922	111	120	methyltransferase activity	MF	0.973351229037337	1
GO:0005828	0.315481024586556	1	13	13	kinetochore microtubule	CC	0.973351229037337	1
GO:1903715	0.315545539997349	1	10	10	regulation of aerobic respiration	BP	0.973351229037337	1
GO:0006376	0.315889582315008	1	12	12	mRNA splice site selection	BP	0.973351229037337	1
GO:0004869	0.315972542288224	1	9	9	cysteine-type endopeptidase inhibitor activity	MF	0.973351229037337	1
GO:0042326	0.31599898970036	0.871832618962134	37	39	negative regulation of phosphorylation	BP	0.973351229037337	1
GO:0052745	0.316324215526816	1	12	12	inositol phosphate phosphatase activity	MF	0.973351229037337	1
GO:0031062	0.316363102565238	1	13	13	positive regulation of histone methylation	BP	0.973351229037337	1
GO:0080008	0.316486418876317	1	13	13	Cul4-RING E3 ubiquitin ligase complex	CC	0.973351229037337	1
GO:0033045	0.316492526729576	0.871434489845495	38	40	regulation of sister chromatid segregation	BP	0.973351229037337	1
GO:1990573	0.31671532031145	1	13	13	potassium ion import across plasma membrane	BP	0.973351229037337	1
GO:0007111	0.316831814792762	1	12	12	meiosis II cytokinesis	BP	0.973351229037337	1
GO:0008334	0.316900322434215	1	10	10	histone mRNA metabolic process	BP	0.973351229037337	1
GO:0070847	0.317004359991798	1	11	11	core mediator complex	CC	0.973351229037337	1
GO:0018094	0.317278802265253	1	13	13	protein polyglycylation	BP	0.973351229037337	1
GO:0046540	0.317810856380619	0.911745963252525	17	18	U4/U6 x U5 tri-snRNP complex	CC	0.973351229037337	1
GO:0006513	0.317966350657679	1	13	13	protein monoubiquitination	BP	0.973351229037337	1
GO:0043024	0.318266607129245	1	11	11	ribosomal small subunit binding	MF	0.973351229037337	1
GO:0051098	0.318555939037437	0.909154296254645	27	28	regulation of binding	BP	0.973351229037337	1
GO:0000413	0.319425193982064	0.91016654835196	20	21	protein peptidyl-prolyl isomerization	BP	0.973351229037337	1
GO:0031109	0.319503777011068	0.830197754977876	61	65	microtubule polymerization or depolymerization	BP	0.973351229037337	1
GO:0050145	0.319638120491038	1	11	11	nucleoside monophosphate kinase activity	MF	0.973351229037337	1
GO:0006490	0.319708181366332	1	11	11	oligosaccharide-lipid intermediate biosynthetic process	BP	0.973351229037337	1
GO:0051879	0.320292268531004	1	11	11	Hsp90 protein binding	MF	0.973351229037337	1
GO:0008363	0.320323506443218	0.869996806730693	33	35	larval chitin-based cuticle development	BP	0.973351229037337	1
GO:0036296	0.320537489578328	1	10	10	response to increased oxygen levels	BP	0.973351229037337	1
GO:0061318	0.320614308271065	1	13	13	renal filtration cell differentiation	BP	0.973351229037337	1
GO:0061319	0.320614308271065	1	13	13	nephrocyte differentiation	BP	0.973351229037337	1
GO:0043113	0.320728385118128	1	13	13	receptor clustering	BP	0.973351229037337	1
GO:0010257	0.320869389770132	0.847766548073589	33	36	NADH dehydrogenase complex assembly	BP	0.973351229037337	1
GO:0032981	0.320869389770132	0.847766548073589	33	36	mitochondrial respiratory chain complex I assembly	BP	0.973351229037337	1
GO:0016311	0.320943884811098	0.762448297412435	189	206	dephosphorylation	BP	0.973351229037337	1
GO:1900426	0.321010382676453	0.845840803816448	45	48	positive regulation of defense response to bacterium	BP	0.973351229037337	1
GO:0036466	0.321133879760343	1	12	12	synaptic vesicle recycling via endosome	BP	0.973351229037337	1
GO:0008645	0.321202026063785	1	13	13	hexose transmembrane transport	BP	0.973351229037337	1
GO:0000176	0.321422342288651	1	10	10	nuclear exosome (RNase complex)	CC	0.973351229037337	1
GO:0015605	0.321527209714422	1	13	13	organophosphate ester transmembrane transporter activity	MF	0.973351229037337	1
GO:0051125	0.321723070133059	1	13	13	regulation of actin nucleation	BP	0.973351229037337	1
GO:0034593	0.322030812833852	1	13	13	phosphatidylinositol bisphosphate phosphatase activity	MF	0.973351229037337	1
GO:0000340	0.322264348434248	1	11	11	RNA 7-methylguanosine cap binding	MF	0.973351229037337	1
GO:0016556	0.322270992029899	1	13	13	mRNA modification	BP	0.973351229037337	1
GO:0090263	0.322375682155253	0.844458222809237	50	53	positive regulation of canonical Wnt signaling pathway	BP	0.973351229037337	1
GO:0001941	0.323095405039017	1	13	13	postsynaptic membrane organization	BP	0.973351229037337	1
GO:0006555	0.323127191845132	1	10	10	methionine metabolic process	BP	0.973351229037337	1
GO:0009086	0.323127191845132	1	10	10	methionine biosynthetic process	BP	0.973351229037337	1
GO:0042219	0.324040136523234	1	13	13	cellular modified amino acid catabolic process	BP	0.973351229037337	1
GO:0007157	0.324746395896973	0.906575394615209	27	28	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	BP	0.973351229037337	1
GO:0008089	0.324966779284458	1	13	13	anterograde axonal transport	BP	0.973351229037337	1
GO:0031033	0.324984238464727	1	13	13	myosin filament organization	BP	0.973351229037337	1
GO:1902669	0.325368969923291	1	13	13	positive regulation of axon guidance	BP	0.973351229037337	1
GO:0009119	0.325379986758617	0.907005372026227	23	24	ribonucleoside metabolic process	BP	0.973351229037337	1
GO:0099572	0.325432779207489	0.906287502181642	27	28	postsynaptic specialization	CC	0.973351229037337	1
GO:0007035	0.325491050468752	1	13	13	vacuolar acidification	BP	0.973351229037337	1
GO:0070129	0.325962715885731	1	11	11	regulation of mitochondrial translation	BP	0.973351229037337	1
GO:0071014	0.325972528744825	1	11	11	post-mRNA release spliceosomal complex	CC	0.973351229037337	1
GO:0007229	0.326242917811676	1	13	13	integrin-mediated signaling pathway	BP	0.973351229037337	1
GO:0005544	0.326570714850572	1	13	13	calcium-dependent phospholipid binding	MF	0.973351229037337	1
GO:0012507	0.326667344269019	1	12	12	ER to Golgi transport vesicle membrane	CC	0.973351229037337	1
GO:0035007	0.32684153718956	1	13	13	regulation of melanization defense response	BP	0.973351229037337	1
GO:0035601	0.326993335518761	0.905953625779682	25	26	protein deacylation	BP	0.973351229037337	1
GO:1902692	0.327228658885566	0.841647473100007	47	50	regulation of neuroblast proliferation	BP	0.973351229037337	1
GO:0018991	0.327256646822611	0.90751428398986	18	19	oviposition	BP	0.973351229037337	1
GO:0008540	0.327488977324721	1	12	12	proteasome regulatory particle, base subcomplex	CC	0.973351229037337	1
GO:0009225	0.327615999869668	1	12	12	nucleotide-sugar metabolic process	BP	0.973351229037337	1
GO:0046660	0.327704418853781	0.906031784484723	23	24	female sex differentiation	BP	0.973351229037337	1
GO:0007368	0.327743973921532	1	12	12	determination of left/right symmetry	BP	0.973351229037337	1
GO:0015271	0.327868134594811	1	13	13	outward rectifier potassium channel activity	MF	0.973351229037337	1
GO:0045296	0.327889374881462	1	13	13	cadherin binding	MF	0.973351229037337	1
GO:0035289	0.327985801388477	1	13	13	posterior head segmentation	BP	0.973351229037337	1
GO:0051438	0.328178710239722	1	12	12	regulation of ubiquitin-protein transferase activity	BP	0.973351229037337	1
GO:0043153	0.328189698260515	1	12	12	entrainment of circadian clock by photoperiod	BP	0.973351229037337	1
GO:0060251	0.328410428175572	1	13	13	regulation of glial cell proliferation	BP	0.973351229037337	1
GO:0044719	0.328441061838211	1	13	13	regulation of imaginal disc-derived wing size	BP	0.973351229037337	1
GO:0016281	0.328518321466873	1	11	11	eukaryotic translation initiation factor 4F complex	CC	0.973351229037337	1
GO:0042684	0.329103900608591	1	13	13	cardioblast cell fate commitment	BP	0.973351229037337	1
GO:0040014	0.329208709430237	0.840595462153632	45	48	regulation of multicellular organism growth	BP	0.973351229037337	1
GO:0008202	0.329212925131942	0.823745104222589	58	62	steroid metabolic process	BP	0.973351229037337	1
GO:0006023	0.329362618178549	1	13	13	aminoglycan biosynthetic process	BP	0.973351229037337	1
GO:0000242	0.32964743241535	1	13	13	pericentriolar material	CC	0.973351229037337	1
GO:0042478	0.329882274996804	1	13	13	regulation of eye photoreceptor cell development	BP	0.973351229037337	1
GO:0070997	0.329954717582205	0.840115162235968	45	48	neuron death	BP	0.973351229037337	1
GO:0000022	0.33014309641015	1	13	13	mitotic spindle elongation	BP	0.973351229037337	1
GO:0031297	0.33019033403897	1	12	12	replication fork processing	BP	0.973351229037337	1
GO:0031256	0.330529375262272	0.792911652101565	89	96	leading edge membrane	CC	0.973351229037337	1
GO:0140448	0.330668320442966	1	13	13	signaling receptor ligand precursor processing	BP	0.973351229037337	1
GO:0002161	0.330721788105332	1	12	12	aminoacyl-tRNA editing activity	MF	0.973351229037337	1
GO:0009047	0.330767185011484	1	13	13	dosage compensation by hyperactivation of X chromosome	BP	0.973351229037337	1
GO:0002230	0.330771982858117	1	12	12	positive regulation of defense response to virus by host	BP	0.973351229037337	1
GO:0050691	0.330771982858117	1	12	12	regulation of defense response to virus by host	BP	0.973351229037337	1
GO:0035324	0.330773416745693	1	13	13	female germline ring canal	CC	0.973351229037337	1
GO:0050975	0.331012268784083	1	13	13	sensory perception of touch	BP	0.973351229037337	1
GO:1903706	0.331050577874028	1	12	12	regulation of hemopoiesis	BP	0.973351229037337	1
GO:0071162	0.33120094642802	1	11	11	CMG complex	CC	0.973351229037337	1
GO:0042220	0.331220120681345	1	13	13	response to cocaine	BP	0.973351229037337	1
GO:0099558	0.331779082255131	1	13	13	maintenance of synapse structure	BP	0.973351229037337	1
GO:0050994	0.332012546896634	1	12	12	regulation of lipid catabolic process	BP	0.973351229037337	1
GO:0008757	0.33220460827463	0.791665009802959	88	95	S-adenosylmethionine-dependent methyltransferase activity	MF	0.973351229037337	1
GO:0040015	0.332241901907569	1	13	13	negative regulation of multicellular organism growth	BP	0.973351229037337	1
GO:0010923	0.33269506677372	1	11	11	negative regulation of phosphatase activity	BP	0.973351229037337	1
GO:0007272	0.332868589319017	1	13	13	ensheathment of neurons	BP	0.973351229037337	1
GO:0031262	0.332964373879426	1	8	8	Ndc80 complex	CC	0.973351229037337	1
GO:0031617	0.332964373879426	1	8	8	NMS complex	CC	0.973351229037337	1
GO:0007482	0.333032649851204	1	13	13	haltere development	BP	0.973351229037337	1
GO:0045834	0.333072938215573	0.903982370911052	22	23	positive regulation of lipid metabolic process	BP	0.973351229037337	1
GO:0007412	0.333222651436555	1	13	13	axon target recognition	BP	0.973351229037337	1
GO:0007615	0.333244988789072	1	13	13	anesthesia-resistant memory	BP	0.973351229037337	1
GO:0042689	0.333262022866988	1	13	13	regulation of crystal cell differentiation	BP	0.973351229037337	1
GO:0071212	0.333307933915647	1	13	13	subsynaptic reticulum	CC	0.973351229037337	1
GO:0035160	0.333317182109856	1	13	13	maintenance of epithelial integrity, open tracheal system	BP	0.973351229037337	1
GO:0051781	0.333320036788988	1	12	12	positive regulation of cell division	BP	0.973351229037337	1
GO:0097482	0.333364101959165	1	13	13	muscle cell postsynaptic specialization	CC	0.973351229037337	1
GO:0022839	0.333378438728803	1	13	13	ion gated channel activity	MF	0.973351229037337	1
GO:0016348	0.333385952533444	1	13	13	imaginal disc-derived leg joint morphogenesis	BP	0.973351229037337	1
GO:0004383	0.333386275397035	1	13	13	guanylate cyclase activity	MF	0.973351229037337	1
GO:0006182	0.333386275397035	1	13	13	cGMP biosynthetic process	BP	0.973351229037337	1
GO:0035309	0.333387049364317	1	13	13	wing and notum subfield formation	BP	0.973351229037337	1
GO:0004016	0.333387049364548	1	13	13	adenylate cyclase activity	MF	0.973351229037337	1
GO:0045501	0.333387049364548	1	13	13	regulation of sevenless signaling pathway	BP	0.973351229037337	1
GO:0098631	0.333387049364548	1	13	13	cell adhesion mediator activity	MF	0.973351229037337	1
GO:1903169	0.333387049364548	1	13	13	regulation of calcium ion transmembrane transport	BP	0.973351229037337	1
GO:1904748	0.333387049364548	1	13	13	regulation of apoptotic process involved in development	BP	0.973351229037337	1
GO:0031406	0.334158658444444	0.861470049171238	38	40	carboxylic acid binding	MF	0.973351229037337	1
GO:0030835	0.335096771119771	1	11	11	negative regulation of actin filament depolymerization	BP	0.973351229037337	1
GO:0051693	0.335096771119771	1	11	11	actin filament capping	BP	0.973351229037337	1
GO:0009081	0.335434023337722	1	12	12	branched-chain amino acid metabolic process	BP	0.973351229037337	1
GO:0004402	0.335690647515527	1	12	12	histone acetyltransferase activity	MF	0.973351229037337	1
GO:0030915	0.335776963974629	1	9	9	Smc5-Smc6 complex	CC	0.973351229037337	1
GO:0106068	0.335776963974629	1	9	9	SUMO ligase complex	CC	0.973351229037337	1
GO:0022410	0.335930294618989	0.836369500766378	44	47	circadian sleep/wake cycle process	BP	0.973351229037337	1
GO:0051205	0.3362405149855	0.862469220536583	26	28	protein insertion into membrane	BP	0.973351229037337	1
GO:0008187	0.336517400562162	1	12	12	poly-pyrimidine tract binding	MF	0.973351229037337	1
GO:0008236	0.336588696703543	0.74018345654378	208	230	serine-type peptidase activity	MF	0.973351229037337	1
GO:0009881	0.336605361026678	1	12	12	photoreceptor activity	MF	0.973351229037337	1
GO:0030688	0.336835483151196	1	12	12	preribosome, small subunit precursor	CC	0.973351229037337	1
GO:0034067	0.337050122225375	1	11	11	protein localization to Golgi apparatus	BP	0.973351229037337	1
GO:0030422	0.337445814948733	1	11	11	siRNA processing	BP	0.973351229037337	1
GO:0043112	0.338295012107865	1	12	12	receptor metabolic process	BP	0.973351229037337	1
GO:0006206	0.338295253689744	1	12	12	pyrimidine nucleobase metabolic process	BP	0.973351229037337	1
GO:0035269	0.338318621409946	1	12	12	protein O-linked mannosylation	BP	0.973351229037337	1
GO:0035234	0.338324648023969	1	12	12	ectopic germ cell programmed cell death	BP	0.973351229037337	1
GO:0072665	0.338352161714464	0.901514197114004	23	24	protein localization to vacuole	BP	0.973351229037337	1
GO:0007141	0.338388146606795	1	12	12	male meiosis I	BP	0.973351229037337	1
GO:0061608	0.338430789641839	1	12	12	nuclear import signal receptor activity	MF	0.973351229037337	1
GO:0004568	0.338693594967267	1	11	11	chitinase activity	MF	0.973351229037337	1
GO:0007026	0.338838295106375	1	12	12	negative regulation of microtubule depolymerization	BP	0.973351229037337	1
GO:0046488	0.338877874372529	0.794264734619997	82	88	phosphatidylinositol metabolic process	BP	0.973351229037337	1
GO:0051537	0.338884463969379	0.902008250879079	20	21	2 iron, 2 sulfur cluster binding	MF	0.973351229037337	1
GO:0006121	0.339212242502505	1	9	9	mitochondrial electron transport, succinate to ubiquinone	BP	0.973351229037337	1
GO:0140299	0.339322409126847	1	12	12	small molecule sensor activity	MF	0.973351229037337	1
GO:0043471	0.339660343347757	1	11	11	regulation of cellular carbohydrate catabolic process	BP	0.973351229037337	1
GO:0044085	0.339672067686608	0.693204819121402	1400	1546	cellular component biogenesis	BP	0.973351229037337	1
GO:0000922	0.340850351965096	0.857621238220372	38	40	spindle pole	CC	0.973351229037337	1
GO:0016671	0.34104998577905	1	8	8	oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor	MF	0.973351229037337	1
GO:0006801	0.341232302067915	1	10	10	superoxide metabolic process	BP	0.973351229037337	1
GO:0002082	0.34131762844041	1	9	9	regulation of oxidative phosphorylation	BP	0.973351229037337	1
GO:0006997	0.341598523911313	0.792610546772546	75	81	nucleus organization	BP	0.973351229037337	1
GO:0003725	0.3417366405638	0.900058228199055	23	24	double-stranded RNA binding	MF	0.973351229037337	1
GO:0009303	0.341800074857172	1	12	12	rRNA transcription	BP	0.973351229037337	1
GO:0016242	0.342074057797008	1	12	12	negative regulation of macroautophagy	BP	0.973351229037337	1
GO:0008585	0.342097896492602	1	12	12	female gonad development	BP	0.973351229037337	1
GO:0046545	0.342097896492602	1	12	12	development of primary female sexual characteristics	BP	0.973351229037337	1
GO:0005732	0.34213539402589	0.901229642756068	18	19	sno(s)RNA-containing ribonucleoprotein complex	CC	0.973351229037337	1
GO:0051276	0.342271977259865	0.727790078435381	301	328	chromosome organization	BP	0.973351229037337	1
GO:0006448	0.342404143942829	1	9	9	regulation of translational elongation	BP	0.973351229037337	1
GO:0036379	0.342468596398449	1	12	12	myofilament	CC	0.973351229037337	1
GO:0048520	0.342473166453053	0.857416901042345	33	35	positive regulation of behavior	BP	0.973351229037337	1
GO:0110154	0.342542346364487	1	11	11	RNA decapping	BP	0.973351229037337	1
GO:0006398	0.34283793665032	1	9	9	mRNA 3'-end processing by stem-loop binding and cleavage	BP	0.973351229037337	1
GO:0010458	0.34289555244276	1	12	12	exit from mitosis	BP	0.973351229037337	1
GO:0051353	0.34326567331169	1	8	8	positive regulation of oxidoreductase activity	BP	0.973351229037337	1
GO:0061723	0.344705658688125	1	11	11	glycophagy	BP	0.973351229037337	1
GO:0055075	0.344759045997146	1	12	12	potassium ion homeostasis	BP	0.973351229037337	1
GO:0046474	0.345397649508656	0.789343749635872	81	87	glycerophospholipid biosynthetic process	BP	0.973351229037337	1
GO:0000159	0.345610033439652	1	12	12	protein phosphatase type 2A complex	CC	0.973351229037337	1
GO:0030992	0.345708907725945	1	11	11	intraciliary transport particle B	CC	0.973351229037337	1
GO:0000217	0.346535882783947	1	12	12	DNA secondary structure binding	MF	0.973351229037337	1
GO:0000794	0.346571257139904	0.898429528359216	21	22	condensed nuclear chromosome	CC	0.973351229037337	1
GO:1901215	0.346609182536855	0.855017776889218	33	35	negative regulation of neuron death	BP	0.973351229037337	1
GO:1901701	0.346971505135247	0.737945598639234	190	208	cellular response to oxygen-containing compound	BP	0.973351229037337	1
GO:0044804	0.347030351134577	1	11	11	autophagy of nucleus	BP	0.973351229037337	1
GO:0010312	0.347233045341886	1	12	12	detoxification of zinc ion	BP	0.973351229037337	1
GO:1990359	0.347233045341886	1	12	12	stress response to zinc ion	BP	0.973351229037337	1
GO:0003333	0.347416888991257	0.828187913572093	50	53	amino acid transmembrane transport	BP	0.973351229037337	1
GO:0030276	0.347900647095777	0.896985146452156	25	26	clathrin binding	MF	0.973351229037337	1
GO:0001933	0.348065553016834	0.853846765659972	35	37	negative regulation of protein phosphorylation	BP	0.973351229037337	1
GO:0061647	0.348243470569052	1	12	12	histone H3-K9 modification	BP	0.973351229037337	1
GO:0016272	0.348360771986582	1	7	7	prefoldin complex	CC	0.973351229037337	1
GO:0055093	0.348391112465606	1	9	9	response to hyperoxia	BP	0.973351229037337	1
GO:0044784	0.348593501827126	0.853389986802846	36	38	metaphase/anaphase transition of cell cycle	BP	0.973351229037337	1
GO:1905818	0.348593501827126	0.853389986802846	36	38	regulation of chromosome separation	BP	0.973351229037337	1
GO:0031307	0.349071085881953	1	9	9	integral component of mitochondrial outer membrane	CC	0.973351229037337	1
GO:1903317	0.34921336819019	1	9	9	regulation of protein maturation	BP	0.973351229037337	1
GO:1901658	0.349484021428274	0.896688670744894	23	24	glycosyl compound catabolic process	BP	0.973351229037337	1
GO:0007539	0.349675528842691	1	11	11	primary sex determination, soma	BP	0.973351229037337	1
GO:0015215	0.349868987468641	1	12	12	nucleotide transmembrane transporter activity	MF	0.973351229037337	1
GO:0048082	0.35052099929738	1	12	12	regulation of adult chitin-containing cuticle pigmentation	BP	0.973351229037337	1
GO:0046189	0.35054560264883	1	12	12	phenol-containing compound biosynthetic process	BP	0.973351229037337	1
GO:0043652	0.350855299253435	1	12	12	engulfment of apoptotic cell	BP	0.973351229037337	1
GO:1903146	0.351126789346259	1	10	10	regulation of autophagy of mitochondrion	BP	0.973351229037337	1
GO:0072525	0.351792394452783	1	11	11	pyridine-containing compound biosynthetic process	BP	0.973351229037337	1
GO:0006122	0.352135403949158	0.89867659483582	14	15	mitochondrial electron transport, ubiquinol to cytochrome c	BP	0.973351229037337	1
GO:0002237	0.352324986670884	1	11	11	response to molecule of bacterial origin	BP	0.973351229037337	1
GO:0042177	0.352743904770999	1	11	11	negative regulation of protein catabolic process	BP	0.973351229037337	1
GO:0051402	0.352871978860113	0.895198980353244	23	24	neuron apoptotic process	BP	0.973351229037337	1
GO:0061162	0.352903532781505	1	12	12	establishment of monopolar cell polarity	BP	0.973351229037337	1
GO:0061339	0.352903532781505	1	12	12	establishment or maintenance of monopolar cell polarity	BP	0.973351229037337	1
GO:0008239	0.353273004389442	1	12	12	dipeptidyl-peptidase activity	MF	0.973351229037337	1
GO:0070822	0.353778099644171	1	12	12	Sin3-type complex	CC	0.973351229037337	1
GO:0042776	0.354082014463276	1	8	8	proton motive force-driven mitochondrial ATP synthesis	BP	0.973351229037337	1
GO:0032452	0.354155601408708	1	12	12	histone demethylase activity	MF	0.973351229037337	1
GO:0140457	0.354155601408708	1	12	12	protein demethylase activity	MF	0.973351229037337	1
GO:0032784	0.354296886621306	0.850348154388984	34	36	regulation of DNA-templated transcription elongation	BP	0.973351229037337	1
GO:0006999	0.354371228992207	1	12	12	nuclear pore organization	BP	0.973351229037337	1
GO:0002251	0.35468725507884	1	12	12	organ or tissue specific immune response	BP	0.973351229037337	1
GO:0002385	0.35468725507884	1	12	12	mucosal immune response	BP	0.973351229037337	1
GO:0030336	0.355087840212442	1	12	12	negative regulation of cell migration	BP	0.973351229037337	1
GO:2000146	0.355087840212442	1	12	12	negative regulation of cell motility	BP	0.973351229037337	1
GO:0050905	0.355395935326682	0.895469185678393	18	19	neuromuscular process	BP	0.973351229037337	1
GO:0003951	0.355444193791164	1	12	12	NAD+ kinase activity	MF	0.973351229037337	1
GO:1903051	0.355518040603061	1	11	11	negative regulation of proteolysis involved in protein catabolic process	BP	0.973351229037337	1
GO:0051180	0.355793905983453	1	12	12	vitamin transport	BP	0.973351229037337	1
GO:0000138	0.355918671340834	1	11	11	Golgi trans cisterna	CC	0.973351229037337	1
GO:0030159	0.355929537930181	1	12	12	signaling receptor complex adaptor activity	MF	0.973351229037337	1
GO:0140719	0.356119584435356	1	11	11	constitutive heterochromatin formation	BP	0.973351229037337	1
GO:0010721	0.356141499488841	0.822702411621235	47	50	negative regulation of cell development	BP	0.973351229037337	1
GO:0007469	0.356355105346632	0.893252882589302	25	26	antennal development	BP	0.973351229037337	1
GO:0048038	0.35655530574321	1	9	9	quinone binding	MF	0.973351229037337	1
GO:0005432	0.356582014262795	1	12	12	calcium:sodium antiporter activity	MF	0.973351229037337	1
GO:0015368	0.356582014262795	1	12	12	calcium:cation antiporter activity	MF	0.973351229037337	1
GO:1904375	0.356677604665173	1	11	11	regulation of protein localization to cell periphery	BP	0.973351229037337	1
GO:0016405	0.356930695556394	0.892996542185056	25	26	CoA-ligase activity	MF	0.973351229037337	1
GO:0090599	0.357336135970811	1	12	12	alpha-glucosidase activity	MF	0.973351229037337	1
GO:0016289	0.357360964900232	1	10	10	CoA hydrolase activity	MF	0.973351229037337	1
GO:0002182	0.35757678315011	1	9	9	cytoplasmic translational elongation	BP	0.973351229037337	1
GO:0005942	0.357618849776841	1	12	12	phosphatidylinositol 3-kinase complex	CC	0.973351229037337	1
GO:0030149	0.357705176279262	1	12	12	sphingolipid catabolic process	BP	0.973351229037337	1
GO:0046466	0.357705176279262	1	12	12	membrane lipid catabolic process	BP	0.973351229037337	1
GO:0034058	0.357745535092385	1	12	12	endosomal vesicle fusion	BP	0.973351229037337	1
GO:0003381	0.357831876016428	1	12	12	epithelial cell morphogenesis involved in gastrulation	BP	0.973351229037337	1
GO:0003384	0.357831876016428	1	12	12	apical constriction involved in gastrulation	BP	0.973351229037337	1
GO:0001091	0.35812210183834	1	10	10	RNA polymerase II general transcription initiation factor binding	MF	0.973351229037337	1
GO:0046959	0.358288355070362	1	12	12	habituation	BP	0.973351229037337	1
GO:0045168	0.358330827257815	1	12	12	cell-cell signaling involved in cell fate commitment	BP	0.973351229037337	1
GO:0050775	0.358536923562784	1	12	12	positive regulation of dendrite morphogenesis	BP	0.973351229037337	1
GO:0046887	0.358541387173024	1	10	10	positive regulation of hormone secretion	BP	0.973351229037337	1
GO:0016888	0.358555427203395	1	11	11	endodeoxyribonuclease activity, producing 5'-phosphomonoesters	MF	0.973351229037337	1
GO:0044665	0.358918888966996	1	11	11	MLL1/2 complex	CC	0.973351229037337	1
GO:0045314	0.358976682161203	1	12	12	regulation of compound eye photoreceptor development	BP	0.973351229037337	1
GO:0030713	0.359086421703475	1	12	12	ovarian follicle cell stalk formation	BP	0.973351229037337	1
GO:0047496	0.35909719088674	1	12	12	vesicle transport along microtubule	BP	0.973351229037337	1
GO:0034446	0.359297913211269	1	12	12	substrate adhesion-dependent cell spreading	BP	0.973351229037337	1
GO:0071453	0.359323013444894	0.847373411466018	34	36	cellular response to oxygen levels	BP	0.973351229037337	1
GO:0140591	0.359525374583849	1	11	11	nuclear envelope budding	BP	0.973351229037337	1
GO:0071617	0.35953600724006	1	12	12	lysophospholipid acyltransferase activity	MF	0.973351229037337	1
GO:0046658	0.359557259996384	1	11	11	anchored component of plasma membrane	CC	0.973351229037337	1
GO:0000387	0.359588184049017	0.893991441734206	17	18	spliceosomal snRNP assembly	BP	0.973351229037337	1
GO:1901214	0.359708809426682	0.820804163846612	43	46	regulation of neuron death	BP	0.973351229037337	1
GO:0071902	0.359730593652476	1	11	11	positive regulation of protein serine/threonine kinase activity	BP	0.973351229037337	1
GO:0016486	0.359832619081324	1	12	12	peptide hormone processing	BP	0.973351229037337	1
GO:0035203	0.360112256501389	1	11	11	regulation of lamellocyte differentiation	BP	0.973351229037337	1
GO:0045614	0.360112256501389	1	11	11	negative regulation of plasmatocyte differentiation	BP	0.973351229037337	1
GO:0085029	0.360618600436343	0.892515803986657	20	21	extracellular matrix assembly	BP	0.973351229037337	1
GO:0006865	0.360694503880549	0.801328978198427	60	64	amino acid transport	BP	0.973351229037337	1
GO:0007464	0.360703405117356	1	12	12	R3/R4 cell fate commitment	BP	0.973351229037337	1
GO:0001508	0.360724756722833	1	12	12	action potential	BP	0.973351229037337	1
GO:0045924	0.360756156865656	0.821619084617393	34	37	regulation of female receptivity	BP	0.973351229037337	1
GO:0006625	0.361722011226457	1	11	11	protein targeting to peroxisome	BP	0.973351229037337	1
GO:0072662	0.361722011226457	1	11	11	protein localization to peroxisome	BP	0.973351229037337	1
