GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene symbol
FBgn0033649	662.988034793903	-0.601185005302987	0.1256192734378	-4.78577043832899	1.7033265810224e-06	4.70782052793125e-05	chr2R	11712262	11726345	+	protein_coding	pyr
FBgn0010894	174.427004127471	0.765066903693508	0.159884945288984	4.78510908147534	1.70894494795993e-06	4.70830660662465e-05	chr3L	5559469	5561598	-	protein_coding	sinu
FBgn0020493	332.316301747594	-0.67278929805568	0.14062783627613	-4.78418296029688	1.71684248563742e-06	4.71504899785693e-05	chr3R	17054006	17070408	+	protein_coding	Dad
FBgn0014906	3666.16042724524	-0.435286270103668	0.0910948891745437	-4.77838300313019	1.76710536917349e-06	4.83773055339237e-05	chr2L	3163644	3169462	+	protein_coding	Hydr2
FBgn0085446	3947.00337356593	0.51911703318522	0.108785025776611	4.77195302827084	1.82448059490633e-06	4.9790478317144e-05	chrX	6540770	6589173	+	protein_coding	CG34417
FBgn0016075	35139.9828673028	0.460880031632164	0.0966060979195392	4.7707136667089	1.83574340346463e-06	4.99403024634355e-05	chr2L	5012143	5028191	-	protein_coding	vkg
FBgn0035879	1444.0788379928	-0.449028935619329	0.0944862767056649	-4.75231908034755	2.01096685684236e-06	5.43807759138799e-05	chr3L	8346560	8352279	+	protein_coding	GAPcenA
FBgn0000043	30711.9091516855	0.550987709665677	0.115942216842879	4.75226129592085	2.011541820881e-06	5.43807759138799e-05	chr2R	6013909	6015689	-	protein_coding	Act42A
FBgn0039101	298.826856513963	-0.793574336624816	0.167900972880418	-4.72644275378925	2.28487167335936e-06	6.15776474960494e-05	chr3R	23682502	23683980	+	protein_coding	CG16710
FBgn0011016	1739.67907180101	0.469500252017567	0.0993540012163937	4.72552938250562	2.29516643277404e-06	6.16629963041248e-05	chr3L	16129616	16130983	+	protein_coding	SsRbeta
FBgn0024150	2217.49406990811	-0.581635352435858	0.123263517927557	-4.71863339790198	2.37434252429926e-06	6.3592684760721e-05	chr3L	21136446	21171930	-	protein_coding	Ac78C
FBgn0032105	601.547931719886	0.502951243268722	0.106795710219068	4.70947046690385	2.48361196233596e-06	6.63139724881742e-05	chr2L	9251471	9253118	-	protein_coding	borr
FBgn0024250	376.334453608265	-0.683536528480949	0.145331822271969	-4.70328189515028	2.56012559290972e-06	6.81466046284983e-05	chrX	7307938	7311132	+	protein_coding	brk
FBgn0036576	596.064063540048	-0.820522408330891	0.174510047592562	-4.70186341503159	2.57797931749512e-06	6.84113468578229e-05	chr3L	16137801	16164701	-	protein_coding	CG5151
FBgn0031888	2741.43773624626	0.419064282342652	0.089255551318701	4.69510608753417	2.66468394837796e-06	7.04959658636627e-05	chr2L	7069535	7084635	-	protein_coding	Pvf2
FBgn0000405	2299.24773592839	0.507737655318552	0.108387953894287	4.68444727551327	2.80716412689843e-06	7.40389538469461e-05	chr2R	22803520	22806948	-	protein_coding	CycB
FBgn0040290	714.813767225053	-0.505618592481505	0.107998521848666	-4.68171771082207	2.84481051541023e-06	7.4803816926486e-05	chr3L	8170639	8175978	-	protein_coding	RecQ4
FBgn0035001	8160.57280324168	-0.418535707907915	0.0894283307492602	-4.68012434539798	2.8670097759641e-06	7.51590956723194e-05	chr2R	24392128	24402680	-	protein_coding	Slik
FBgn0028543	712.756116755119	-0.537338479996459	0.114983818107087	-4.67316609278033	2.96591721358876e-06	7.75170689267564e-05	chr2L	13965011	13967018	-	protein_coding	NimB2
FBgn0038720	249.545428238394	0.655899981434082	0.140498220116002	4.66838641010927	3.03574540257219e-06	7.91031128844939e-05	chr3R	19616023	19632718	-	protein_coding	CG6231
FBgn0037607	5302.17322184199	0.463382517802755	0.0993284960674085	4.66515185620332	3.08389208401256e-06	7.98764982598584e-05	chr3R	8667867	8673702	+	protein_coding	CG8036
FBgn0031489	1066.08485923041	0.458188719971898	0.0982027208035004	4.66574363951397	3.07502892344755e-06	7.98764982598584e-05	chr2L	3016440	3018308	-	protein_coding	CG17224
FBgn0010097	108.449145650869	0.872747117490638	0.1881102711921	4.6395505782849	3.49167674881884e-06	9.01686434448711e-05	chr2L	19183862	19185726	-	protein_coding	gammaTub37C
FBgn0037223	24.4741471885672	-1.08488785980119	0.234310590144391	-4.63012729869634	3.65440996859383e-06	9.40901804711466e-05	chr3R	4243605	4245511	+	pseudogene	TwdlU
FBgn0028563	976.050882991226	-0.559312965671448	0.12081994411396	-4.62930991876551	3.66886324768524e-06	9.41820058033383e-05	chr2R	8082975	8087151	+	protein_coding	sut1
FBgn0010223	57.3333454505109	-0.972704206162865	0.210724711013674	-4.61599497032763	3.91216420870463e-06	0.00010013056973226	chr3L	16662556	16667934	-	protein_coding	Galphaf
FBgn0031738	559.585079890901	0.563753174478101	0.122209062412567	4.61302266254954	3.96855013242023e-06	0.000101274121520848	chr2L	5767001	5800253	-	protein_coding	CG9171
FBgn0032005	4130.10690560968	-0.394892603116496	0.0856219035009316	-4.61205120383945	3.98714740641012e-06	0.000101449447684865	chr2L	8218070	8220741	-	protein_coding	Snx6
FBgn0000447	619.016638255243	0.521789960400711	0.113212320134932	4.60895033136688	4.04706991306047e-06	0.000102672146093508	chr3R	8651390	8652916	-	protein_coding	Dhod
FBgn0010222	541.974062333949	-0.548663283039202	0.119092044788379	-4.60705233514254	4.08417235580618e-06	0.000103310453362805	chr3R	9042507	9050555	-	protein_coding	Nmdmc
FBgn0027597	407.74980850699	0.563692647229448	0.122622804031776	4.59696425701843	4.28691125337894e-06	0.000108122650883327	chr2L	1750686	1752122	-	protein_coding	CG17712
FBgn0033368	66.3841350734987	0.967630242713045	0.210787153908089	4.59055604088173	4.42066740618446e-06	0.000111172074799133	chr2R	9044849	9060608	-	protein_coding	CG13743
FBgn0283680	2193.67432337411	0.417576230481775	0.0909978820777329	4.58885658597054	4.45680476344365e-06	0.000111755994227684	chrX	13303632	13329303	+	protein_coding	IP3K2
FBgn0041180	8867.17531479972	-0.429591296059049	0.0938324298028269	-4.5782816981481	4.68811076425283e-06	0.000117216318559397	chr2L	19548506	19556451	+	protein_coding	Tep4
FBgn0022338	1030.27725348304	-0.457346369990005	0.099983944371725	-4.57419811614614	4.78047332985138e-06	0.000119181195321453	chr3R	18980994	18982749	+	protein_coding	dnk
FBgn0261258	2080.46201647553	0.590236492813516	0.129247916750886	4.56670024284526	4.95461729838135e-06	0.000123167799564072	chr3L	21382500	21424416	+	protein_coding	rgn
FBgn0027865	421.925997881726	0.627623222809283	0.137750999558827	4.5562153800652	5.2083531630603e-06	0.000129104479122162	chr3R	25872899	25881427	-	protein_coding	Tsp96F
FBgn0046763	2199.01366493534	-0.422463469924105	0.0928973117148102	-4.5476393463467	5.42509995456844e-06	0.000134092970591347	chr3R	21021043	21024163	-	protein_coding	CG17278
FBgn0087007	131.521433025241	0.853290598099494	0.188328564920553	4.5308612554843	5.87437102038904e-06	0.000144783999137851	chr3L	14412827	14536276	-	protein_coding	bbg
FBgn0026084	868.097717645133	0.479784520895781	0.10615737120348	4.51955917386217	6.19685261023118e-06	0.000152298215713381	chrX	4106112	4110981	+	protein_coding	cib
FBgn0000565	613.645238703027	0.608748770375411	0.134768071998976	4.51701030775328	6.27188535074368e-06	0.000153705609544713	chr3L	15511051	15513202	+	protein_coding	MsrA
FBgn0037240	1713.70256121481	0.500190686670797	0.110749815475226	4.5164019869874	6.28992098231496e-06	0.000153712165022618	chr3R	4381305	4387018	+	protein_coding	Cont
FBgn0260960	3280.97245317888	-0.384512480542789	0.0852952978636018	-4.50801498058749	6.54369569042748e-06	0.000159463412444755	chr3L	16648441	16661615	-	protein_coding	Baldspot
FBgn0033926	5760.62729748644	0.469922837981399	0.104368145038109	4.50255044592211	6.71428108549239e-06	0.000163160802445491	chr2R	14357926	14360297	-	protein_coding	Arc1
FBgn0031461	540.911125862548	0.55286195861276	0.122881508598746	4.49914690108549	6.82267008431928e-06	0.000165330305040465	chr2L	2805260	2812376	+	protein_coding	daw
FBgn0034694	409.10341592031	-0.580845631779394	0.129298807191003	-4.4922737061399	7.04667780279828e-06	0.000170281591262592	chr2R	22103176	22105963	+	protein_coding	Plekhm1
FBgn0051352	337.974859970543	0.595350946631398	0.13266568401152	4.48760318892791	7.20289273128146e-06	0.000173571657432635	chr3R	9694385	9705417	-	protein_coding	Unc-115a
FBgn0039494	2237.63517327595	-0.434949931202795	0.0971073101538413	-4.4790647636489	7.49707868147439e-06	0.000180158965759541	chr3R	27157947	27159781	+	protein_coding	grass
FBgn0035020	305.176599623635	-0.655134133758101	0.146697140530084	-4.46589573178318	7.9734438569527e-06	0.000191075520239606	chr2R	24531593	24533391	+	protein_coding	CG13585
FBgn0033079	374.446196871853	-0.604797868713921	0.135600985464429	-4.4601288599969	8.1910389198704e-06	0.000195747728441433	chr2R	6642417	6645098	-	protein_coding	Fmo-2
FBgn0063493	285.833985892625	0.711152548119757	0.160094925443896	4.44206801775847	8.90983837700149e-06	0.000212338875480551	chr2R	18406923	18407688	+	protein_coding	GstE7
FBgn0027525	3200.00660874627	-0.39223265357752	0.088312904466631	-4.44139682582543	8.93767982821038e-06	0.000212417220312769	chr2R	10836569	10838727	-	protein_coding	LTV1
FBgn0037850	342.097875661328	0.568411463336733	0.128212848427885	4.43334244817472	9.27833162392464e-06	0.000219909169530334	chr3R	10878203	10879319	-	protein_coding	CG14695
FBgn0261547	652.94401888975	-0.539023489519691	0.121845025619022	-4.4238448535854	9.69596621335237e-06	0.000229179791562053	chr3L	16970012	16994388	+	protein_coding	Exn
FBgn0036862	290.949607841529	0.850472120361892	0.192434582468624	4.41953888667885	9.89117228017351e-06	0.000233156761296406	chr3L	19281363	19292766	-	protein_coding	Gbs-76A
FBgn0031637	1278.39290426131	-0.413939308585187	0.0937010134404086	-4.41766095569971	9.97747662334951e-06	0.00023455203877336	chr2L	4841481	4847295	-	protein_coding	mxt
FBgn0020386	2962.82436399792	-0.404103664371239	0.0917279227836405	-4.40545966929178	1.05559791500826e-05	0.000247479066740826	chr3L	129449	145895	+	protein_coding	Pdk1
FBgn0035084	141.649351776211	-0.733525514690491	0.166750480047502	-4.39894094746552	1.08780418630322e-05	0.000254340378802951	chr2R	24943391	24945201	-	protein_coding	CG15861
FBgn0033446	84.9703754592392	-0.864239709135575	0.196585302260057	-4.39625800708283	1.1013301676776e-05	0.000256808821578946	chr2R	9810973	9820053	-	protein_coding	CG1648
FBgn0004197	1334.93066946365	-0.447425337412814	0.101817798937418	-4.39437251720421	1.1109317352e-05	0.000257906308090111	chr3R	27172089	27194267	-	protein_coding	Ser
FBgn0261545	1644.59859553844	-0.51325246265078	0.116803214409019	-4.39416385283269	1.1119992245707e-05	0.000257906308090111	chr2R	12705171	12751545	+	protein_coding	CG42663
FBgn0050085	2421.21050124921	-0.42360160552457	0.096465114648623	-4.3912414043932	1.12705323159189e-05	0.000260698863810198	chr2R	15864308	15869147	-	protein_coding	Rif1
FBgn0033362	139.349776816616	-0.765045767573762	0.174304147375811	-4.38914265146126	1.13798406743354e-05	0.000262525337796467	chr2R	9007233	9013526	-	protein_coding	CG8172
FBgn0037844	252.267475865978	0.612151979027224	0.139665375056276	4.38299026355365	1.1706134658851e-05	0.000268620082052307	chr3R	10856806	10858066	+	protein_coding	CG4570
FBgn0013770	30717.6662813859	-0.341048229741169	0.0778040097058124	-4.38342742270892	1.16826581213403e-05	0.000268620082052307	chr2R	13960674	13967981	+	protein_coding	Cp1
FBgn0037678	34.3091898550503	1.01398504397337	0.231518250648954	4.37971970300888	1.18832060446876e-05	0.0002719619457476	chr3R	9330884	9331885	-	protein_coding	CG16749
FBgn0259110	715.212678020643	-0.487294520890989	0.111703362634106	-4.36239795651601	1.28644593514988e-05	0.000293642316226429	chrX	15946935	15973159	-	protein_coding	mmd
FBgn0034476	161.601063941416	-0.795421427514279	0.182773744766585	-4.35194578154585	1.3493463473979e-05	0.000307189348719454	chr2R	19826577	19832973	+	protein_coding	Toll-7
FBgn0038256	1107.70108987117	-0.582683853361835	0.133931436999228	-4.35061301825046	1.35757460010346e-05	0.000308251387545801	chr3R	14724759	14731509	-	protein_coding	CG7530
FBgn0262103	1433.58696697072	-0.487278105189594	0.112046985886381	-4.34887294231822	1.36838959002369e-05	0.000309893673908245	chr2R	18688131	18705805	+	protein_coding	Sik3
FBgn0032156	1468.82507982293	-0.397744422723934	0.0914823305523674	-4.34777317458317	1.37526724200582e-05	0.000310638039441054	chr2L	9903278	9908633	-	protein_coding	CG13124
FBgn0259734	287.905994919107	0.657142623626738	0.151803208443576	4.32891129485576	1.4984827029624e-05	0.000337587861024161	chrX	9030204	9054575	+	protein_coding	Nost
FBgn0030362	6672.27898167887	-0.425312633395699	0.0982678295796449	-4.32809633849691	1.50403682989586e-05	0.000337959028972184	chrX	12012376	12017375	+	protein_coding	regucalcin
FBgn0267727	5647.51371921301	0.390909092033555	0.090392666896239	4.32456642176822	1.52832151687844e-05	0.000342526151360503	chr2L	10056899	10060095	+	protein_coding	Pen
FBgn0265042	139.358752931273	-0.754542282581709	0.174623584697709	-4.32096434103043	1.55348779840399e-05	0.000347266742738836	chr3R	23168316	23185642	+	protein_coding	Irk1
FBgn0022382	809.387369629848	-0.46913192717839	0.108626611176494	-4.3187569058576	1.56910497045581e-05	0.000349853791221991	chr2R	9993889	10026042	-	protein_coding	Pka-R2
FBgn0028490	8118.02345099558	-0.42328653754593	0.098168829211996	-4.31182220409129	1.61914611203404e-05	0.000360083110930759	chr2L	11523020	11528205	-	protein_coding	CG31705
FBgn0039026	2858.08941279778	-0.413293777758443	0.0959349746927429	-4.30806157068499	1.64691544649707e-05	0.000364838454697095	chr3R	22750900	22794030	+	protein_coding	CG7029
FBgn0015795	2105.57707319004	-0.427454634605771	0.0992283679522104	-4.30778660807601	1.64896353931989e-05	0.000364838454697095	chr3R	23993007	23995452	+	protein_coding	Rab7
FBgn0036752	6003.41497027603	0.47342613897304	0.110092810962175	4.30024571845748	1.70608833250899e-05	0.000376483772363009	chr3L	17751730	17764158	-	protein_coding	Adgf-A
FBgn0086358	1417.71349600976	-0.44862836660839	0.104339476978538	-4.29969920877284	1.71030080382225e-05	0.000376483772363009	chr2R	19292528	19304508	+	protein_coding	Tab2
FBgn0027843	736.268951860357	0.536419354203801	0.124931899041437	4.29369407108654	1.75724571095547e-05	0.000385835853946085	chr3L	12177600	12183347	+	protein_coding	CAH2
FBgn0063667	12.7772414430163	0.971451953815605	0.226305397486968	4.29265923218444	1.7654585426625e-05	0.000386657768419576	chr3L	1201870	1203036	-	protein_coding	CG32335
FBgn0038545	82.9211428791511	0.823969603299742	0.192194983281907	4.28715458244383	1.80976358931419e-05	0.000395360222503966	chr3R	17795074	17796317	+	protein_coding	pasi1
FBgn0030752	3942.20041536885	-0.391210674612524	0.0912896502736433	-4.28537817200372	1.82428597631335e-05	0.000397528916400171	chrX	16438679	16441296	-	protein_coding	CDC50
FBgn0264343	38.742911098778	0.966935395201765	0.225856119638416	4.28120077839724	1.85887546614692e-05	0.000404048534111483	chr2L	7227733	7228641	+	protein_coding	CG43799
FBgn0034398	5230.19851153441	-0.389193552986075	0.0909595108110091	-4.27875600380834	1.87940744956463e-05	0.000407487565067258	chr2R	18833371	18834775	-	protein_coding	CG15098
FBgn0015576	175.726330426449	-0.713343331872413	0.166933411039746	-4.27322084554163	1.92669456381191e-05	0.00041669586678842	chr3R	7509342	7515670	-	protein_coding	alpha-Est8
FBgn0265048	9033.31543932578	-0.366497250867993	0.0858526144484959	-4.26891193963417	1.96428792264645e-05	0.000423766953087643	chr3R	15844465	15853581	-	protein_coding	cv-d
FBgn0266377	6351.90883742337	-0.400346779858459	0.0938793769599279	-4.2644805794711	2.00367769805024e-05	0.000431189446911258	chr2R	23657566	23680844	+	protein_coding	Pde8
FBgn0032899	1185.39559650562	-0.536740049852536	0.126796401182783	-4.23308583560505	2.30506476915193e-05	0.000494816757268818	chr2L	20865214	20867709	+	protein_coding	CG9338
FBgn0038237	28.8315293702816	-0.990394190436594	0.23400052662666	-4.23244427999402	2.31165194677863e-05	0.000495002499791633	chr3R	14513900	14558304	-	protein_coding	Pde6
FBgn0263336	126.769180081742	-0.828782954482907	0.195893670470046	-4.23077964946109	2.32882719603888e-05	0.000497448989455119	chr2R	16817518	16819240	-	ncRNA	lncRNA:CR43417
FBgn0010786	3658.30912349818	0.405782761574708	0.0959608234158834	4.22862942532382	2.35119246395209e-05	0.000500989310483979	chr3L	1334888	1339415	+	protein_coding	l(3)02640
FBgn0023477	1789.18922324359	0.443533906556234	0.104986286511205	4.22468420681683	2.39276066471467e-05	0.000508593919175592	chr2R	23940409	23942114	+	protein_coding	Taldo
FBgn0036641	218.809646943789	0.636097122555744	0.150592194536702	4.22397139846925	2.40034525871665e-05	0.00050895555963622	chr3L	16580397	16581547	-	protein_coding	Smn
FBgn0029608	666.829801797019	-0.532504996424255	0.126152248308255	-4.22112965535954	2.43081063801696e-05	0.000514155081405494	chrX	2252331	2254197	-	protein_coding	CG3091
FBgn0270926	729.519210873745	-0.438535004381111	0.103932596954306	-4.21941736502468	2.44934476560307e-05	0.000516811745542247	chr3L	21173117	21174973	+	protein_coding	AsnS
FBgn0002609	42.0808370407271	-0.9499481248186	0.225356153102749	-4.21531922576563	2.49425120589841e-05	0.000525006500784116	chr3R	26021822	26023127	+	protein_coding	E(spl)m3-HLH
FBgn0032820	332.503887909165	0.535224919793524	0.127054056733718	4.2125763911282	2.5247428665154e-05	0.00053013472180157	chr2L	19761586	19764136	-	protein_coding	fbp
FBgn0020414	9217.91065102421	-0.397340333942433	0.0944001010514643	-4.20910920133246	2.56379464325158e-05	0.000537031173335821	chr2L	16450906	16455194	+	protein_coding	Idgf3
FBgn0041604	313.721632172555	0.544616084643052	0.129467923343014	4.20657156290474	2.59274006794317e-05	0.000541782471685419	chr3L	14632600	14671609	+	protein_coding	dlp
FBgn0250904	27.8932343842288	0.970450957782368	0.231057354851579	4.20004357102479	2.66863620820307e-05	0.000556298116558188	chrX	5614553	5616370	-	protein_coding	CG34434
FBgn0032330	354.561014873869	-0.585719039984389	0.13947918162917	-4.1993294851817	2.67706538320927e-05	0.000556713765147679	chr2L	11013205	11066998	-	protein_coding	Samuel
FBgn0027590	479.979012267441	-0.510279726740958	0.121576888135231	-4.19717706685639	2.70262628855595e-05	0.000560681535306895	chr2R	24766717	24768172	-	protein_coding	GstE12
FBgn0011674	97.1834184676799	0.764395117427532	0.182218026805719	4.19494783709041	2.72934391809639e-05	0.000564869718551479	chr2R	20821261	20836028	-	protein_coding	insc
FBgn0086687	8490.16354678571	-0.338333716457784	0.0806877048729352	-4.19312604058552	2.7513646988933e-05	0.000568068162532838	chr3R	12439599	12447616	+	protein_coding	Desat1
FBgn0000256	2155.71606663007	-0.457097469433936	0.109038471704064	-4.19207516659372	2.76414374945981e-05	0.000569347799442305	chr2L	3872645	3902860	-	protein_coding	capu
FBgn0026179	456.928010887856	0.603161274792609	0.143949092037801	4.1901012799318	2.78829970794674e-05	0.00057295916326478	chr3L	21034534	21075444	+	protein_coding	siz
FBgn0001297	11151.1163128017	-0.413329884525037	0.0988219420406125	-4.18257196721728	2.88229735479467e-05	0.000590677407808869	chr3R	29765994	29794113	+	protein_coding	kay
FBgn0261444	723.202360595698	0.547909134269943	0.131012654914823	4.18210847361395	2.88818106002949e-05	0.000590677407808869	chrX	1215288	1236684	-	protein_coding	CG3638
FBgn0020376	41.739317065965	-0.951812518541116	0.227748222868704	-4.17923137468271	2.92495986617212e-05	0.000596788391562618	chr2L	4120342	4121627	+	protein_coding	Sr-CIII
FBgn0000286	489.71095650197	-0.514746682512989	0.123380943894113	-4.17201122204699	3.0192276307382e-05	0.000614572664318028	chr2L	4876890	4883107	-	protein_coding	Cf2
FBgn0029092	7965.78779458561	-0.453688667689671	0.108783210560108	-4.17057618867561	3.03830452800149e-05	0.000617004048632415	chr2R	9434668	9444937	-	protein_coding	ced-6
FBgn0029664	602.993531627992	0.502196275789746	0.120474461256697	4.16848741676219	3.06627685377119e-05	0.000621226254378795	chrX	3482964	3484555	+	protein_coding	CG10802
FBgn0052677	50.2201351962254	0.910765406620589	0.218549296939264	4.16732251888092	3.08198300690929e-05	0.000622949415718978	chrX	10627736	10710947	+	protein_coding	X11Lbeta
FBgn0030052	7137.15396348052	-0.381375665927285	0.0915755844157303	-4.16459985880008	3.11899093727176e-05	0.000628559227325926	chrX	8574305	8588528	+	protein_coding	CG12065
FBgn0020618	28123.1681105604	-0.422436536497712	0.101444480749281	-4.16421409403002	3.12426849786323e-05	0.000628559227325926	chr2L	7825346	7827315	-	protein_coding	Rack1
FBgn0004652	2799.0254032039	-0.556840359278834	0.133800138743872	-4.16173230092661	3.15842478615063e-05	0.000633956678073993	chr3R	18414272	18545586	-	protein_coding	fru
FBgn0051361	1348.85372217407	0.536449334809711	0.129661465540568	4.13730735321564	3.51405265693693e-05	0.000703705313313922	chr3R	12094875	12111420	+	protein_coding	dpr17
FBgn0033363	107.285286306806	-0.781180033194282	0.188919076198455	-4.13499816383641	3.54957473481042e-05	0.000709177160065703	chr2R	9014367	9017195	-	protein_coding	CG13744
FBgn0011606	1738.6629600775	0.409090958856924	0.0990020587776744	4.13214597663677	3.59392047584805e-05	0.000714735770955435	chrX	2599157	2604052	-	protein_coding	Klp3A
FBgn0011710	2550.58900631018	0.358368076758483	0.0867206798079083	4.13244081518146	3.58931206795912e-05	0.000714735770955435	chrX	21358285	21361688	+	protein_coding	Sep1
FBgn0003891	12928.6421085394	-0.408116910028726	0.0989891077764362	-4.12284663632331	3.74218862861154e-05	0.000742515454727486	chr2R	21183321	21192913	+	protein_coding	tud
FBgn0003507	5255.05793709935	-0.415844472215467	0.100901973669165	-4.12127193447104	3.76786356665247e-05	0.000745899032382392	chr3R	15986151	16004085	+	protein_coding	srp
FBgn0042094	111.842268523371	-0.735736167785637	0.178712995956178	-4.11685878718101	3.84071232233231e-05	0.000758584527408603	chr3R	10887344	10889588	-	protein_coding	Adk3
FBgn0265419	378.136152795216	-0.628489965022011	0.152707030996612	-4.1156583355743	3.86075854263737e-05	0.000760806882741592	chr3R	8112698	8114003	-	ncRNA	lncRNA:CR44331
FBgn0262081	6564.67400831077	0.367870103373302	0.089564463809201	4.10732212004277	4.00272822873353e-05	0.000786990952426677	chr3R	11633277	11650706	-	protein_coding	Csk
FBgn0038290	913.18741636264	-0.432945690087684	0.105432156837949	-4.10639128584963	4.01888476326614e-05	0.000788375784286063	chr3R	15135137	15137004	-	protein_coding	CG6912
FBgn0051637	2616.54738708404	-0.41721519838963	0.101618457403094	-4.10570293086271	4.03087235859664e-05	0.000788938388557004	chr2L	6498646	6526996	+	protein_coding	CG31637
FBgn0029114	1351.760627094	-0.41001988567186	0.099926711815661	-4.10320602191175	4.07464103897369e-05	0.000795704732012672	chr3L	15235618	15242832	+	protein_coding	Tollo
FBgn0034501	2686.51420193766	-0.494619173145633	0.12059597722759	-4.10145665316997	4.10557423564384e-05	0.000799939700733218	chr2R	20308776	20316917	-	protein_coding	CG13868
FBgn0023507	884.579222771561	-0.455212108721006	0.111183510599193	-4.09424118979301	4.23553230991308e-05	0.000823406517147372	chrX	2141488	2144937	+	protein_coding	D2hgdh
FBgn0033268	84.260602246049	0.794464117214609	0.194118349168214	4.09267913424384	4.26417591696916e-05	0.000827116274836327	chr2R	8134169	8135315	-	protein_coding	Obp44a
FBgn0035523	47.78609902785	0.938190068040129	0.229551321606861	4.08706018973357	4.36873807540631e-05	0.000845502306271587	chr3L	4277961	4281585	+	protein_coding	Ctl1
FBgn0031012	982.207037364753	-0.426778444997409	0.104484024840264	-4.08462868510159	4.41473552038052e-05	0.000852497254169909	chrX	19301329	19307925	-	protein_coding	CG8051
FBgn0010228	1360.50279435814	0.458743657656418	0.112589428394355	4.07448251757372	4.611677724803e-05	0.000888543964304472	chr2R	21697487	21707861	-	protein_coding	HmgZ
FBgn0052311	1381.03762304871	-0.535419032332874	0.131527749515007	-4.0707685967955	4.68582784856107e-05	0.000900824371508929	chr3L	2117465	2151700	-	protein_coding	zormin
FBgn0026189	12283.7846644377	0.388056371791855	0.095489003857816	4.06388543302509	4.82625216477247e-05	0.000925762915242719	chr3L	3114449	3127724	-	protein_coding	promL
FBgn0030993	3640.71565968354	-0.417320388918975	0.102718386020556	-4.06276232606948	4.8495400520174e-05	0.000928171924557578	chrX	19188034	19190193	+	protein_coding	Mec2
FBgn0028939	21.1452476848483	-0.950566919716677	0.234060874452518	-4.06119528494503	4.88221109000858e-05	0.000932362210588613	chr2L	13980125	13983269	+	protein_coding	NimC2
FBgn0013548	776.326452379616	-0.469145983179932	0.115716186677307	-4.05428139874866	5.0288651633348e-05	0.000956147528088118	chr2R	23702476	23705403	+	protein_coding	l(2)dtl
FBgn0035091	416.919192641552	0.50336585339088	0.124154657361238	4.05434531486238	5.02749048201206e-05	0.000956147528088118	chr2R	24986043	24990489	+	protein_coding	CG3829
FBgn0028331	5172.58353265043	-0.39091940292932	0.0966671180564716	-4.04397493986477	5.25525389192932e-05	0.000997000031120188	chrX	10348679	10366273	-	protein_coding	l(1)G0289
FBgn0033448	814.593047644163	-0.509616405785788	0.126187510253351	-4.03856455177389	5.37792944115726e-05	0.00101804086642126	chr2R	9828103	9836642	-	protein_coding	hebe
FBgn0035165	3911.30611761782	0.349532383029788	0.0868026052618135	4.0267499111983	5.65531271023427e-05	0.00106821201432831	chr3L	837860	839931	+	protein_coding	CG13887
FBgn0015801	816.257073752155	-0.414103876486976	0.103124937860326	-4.01555516133106	5.93060251261731e-05	0.00111776998554798	chr2R	24788007	24793410	-	protein_coding	Reg-5
FBgn0031049	444.337132579978	0.638557574760081	0.15905949277911	4.01458324557127	5.95509234944326e-05	0.00111994573728334	chrX	19643326	19644518	+	protein_coding	Sec61gamma
FBgn0038815	169.754370576037	0.620887108225583	0.154998035793649	4.00577404124125	6.18147203677219e-05	0.00115999814729102	chr3R	20617882	20621269	+	protein_coding	CG5466
FBgn0032400	437.17766545755	-0.677510986466343	0.169418942821783	-3.99902735303359	6.36033298448207e-05	0.00119097923482152	chr2L	12045342	12046118	-	protein_coding	CG6770
FBgn0010300	5142.57066184547	-0.388085896651032	0.0971464167210773	-3.99485549493079	6.47337234980062e-05	0.00120952795244331	chr2L	19133815	19179758	+	protein_coding	brat
FBgn0053556	219.093254262886	0.779131605625835	0.195093226116742	3.99363740676271	6.50673427334483e-05	0.0012111337877272	chr3L	7094817	7123297	+	protein_coding	form3
FBgn0033128	453.06659676621	-0.507068191679462	0.126972753169692	-3.99351970419821	6.50996660840536e-05	0.0012111337877272	chr2R	7028910	7033233	+	protein_coding	Tsp42Eg
FBgn0000490	190.733798971964	0.716053656690877	0.179668799741942	3.98540902883163	6.73639826672897e-05	0.00125057041642644	chr2L	2428371	2459823	+	protein_coding	dpp
FBgn0264895	265.594540715354	0.692892716064112	0.174146501642498	3.97879204881495	6.92662904186625e-05	0.00128313207368704	chr2L	7497804	7578980	-	protein_coding	RapGAP1
FBgn0035710	17.2447045625398	0.912913627482921	0.229843185973959	3.97189772502697	7.13023333663567e-05	0.00131802667938537	chr3L	6689326	6703521	-	protein_coding	SP1173
FBgn0033033	1787.87014681655	-0.375640107751672	0.0946474448544679	-3.96883516854855	7.22248174587832e-05	0.00133223218728344	chr2R	5676749	5691723	-	protein_coding	scaf
FBgn0038049	729.316895456607	0.442725957471556	0.111652025450255	3.9652299695074	7.33252190403835e-05	0.0013483084915427	chr3R	12434097	12435643	+	protein_coding	Srlp
FBgn0015522	133.182010020527	-0.733368241450893	0.184962303712341	-3.96496057159544	7.34080799348761e-05	0.0013483084915427	chr2R	17846698	17848444	+	protein_coding	olf186-M
